Item_Identifier;Item_Weight;Item_Fat_Content;Item_Visibility;Item_Type;Item_MRP;Outlet_Identifier;Outlet_Establishment_Year;Outlet_Size;Outlet_Location_Type;Outlet_Type;Item_Outlet_Sales
FDG44;6,1;Low Fat;0.102171627;Fruits and Vegetables;538.298;OUT035;2004;Small;Tier 2;Supermarket Type1;10246662
FDJ36;14,5;Regular;0.128235818;Baking Goods;1.041.332;OUT035;2004;Small;Tier 2;Supermarket Type1;2050664
FDX55;15,1;low fat;0.0552059;Fruits and Vegetables;2.194.166;OUT046;1997;Small;Tier 1;Supermarket Type1;60960648
DRG13;17,3;Low Fat;0.037337632;Soft Drinks;1.637.526;OUT018;2009;Medium;Tier 3;Supermarket Type2;3289052
NCD06;13,0;low fat;0.099242622;Household;46.306;OUT013;1987;High;Tier 3;Supermarket Type1;699
FDW22;;Regular;0.030143704;Snack Foods;2.220.114;OUT027;1985;Medium;Tier 3;Supermarket Type3;62079192
FDD33;12,9;Low Fat;0.108412059;Fruits and Vegetables;2.332.642;OUT045;2002;;Tier 2;Supermarket Type1;39501914
FDG24;7975,0;Low Fat;0.014628382;Baking Goods;82.325;OUT035;2004;Small;Tier 2;Supermarket Type1;1332
FDE05;10895,0;Regular;0.032454046;Frozen Foods;1.448.102;OUT046;1997;Small;Tier 1;Supermarket Type1;30620142
FDZ12;9,2;Low Fat;0.102978817;Baking Goods;144.947;OUT046;1997;Small;Tier 1;Supermarket Type1;4294
FDX37;16,2;Low Fat;0.105498192;Canned;101.47;OUT010;1998;;Tier 3;Grocery Store;399
FDE44;14,7;Low Fat;0.171355643;Fruits and Vegetables;476.692;OUT035;2004;Small;Tier 2;Supermarket Type1;739038
FDS52;;Low Fat;0.009585169;Frozen Foods;1.025.016;OUT019;1985;Small;Tier 1;Grocery Store;1012016
FDO39;6985,0;Regular;0.137926458;Meat;1.847.608;OUT018;2009;Medium;Tier 3;Supermarket Type2;40427376
FDI32;17,7;Low Fat;0;Fruits and Vegetables;1.150.834;OUT045;2002;;Tier 2;Supermarket Type1;27644016
FDV28;16,1;Regular;0;Frozen Foods;351.558;OUT017;2007;;Tier 2;Supermarket Type1;339558
NCP53;14,8;Low Fat;0.033076388;Health and Hygiene;2.372.906;OUT017;2007;;Tier 2;Supermarket Type1;30899778
NCN43;12,2;Low Fat;0.006770252;Others;124.473;OUT049;1999;Medium;Tier 1;Supermarket Type1;1232
NCI31;;Low Fat;0.142393355;Others;36.419;OUT019;1985;Small;Tier 1;Grocery Store;109857
FDK55;18,5;Low Fat;0.025813943;Meat;891.172;OUT045;2002;;Tier 2;Supermarket Type1;892172
FDC17;12,2;Low Fat;0.015548178;Frozen Foods;2.112.928;OUT017;2007;;Tier 2;Supermarket Type1;50494272
FDV28;16,1;Regular;0.159698192;Frozen Foods;320.558;OUT035;2004;Small;Tier 2;Supermarket Type1;1018674
FDY26;20,6;Regular;0.030634813;Dairy;2.129.244;OUT018;2009;Medium;Tier 3;Supermarket Type2;25406928
NCU06;17,6;Low Fat;0.074522745;Household;228.801;OUT049;1999;Medium;Tier 1;Supermarket Type1;3215814
FDV16;;Regular;0.145200948;Frozen Foods;354.558;OUT019;1985;Small;Tier 1;Grocery Store;1358232
FDY31;6,0;Low Fat;0.043651198;Fruits and Vegetables;1.461.418;OUT045;2002;;Tier 2;Supermarket Type1;30899778
DRE37;13,5;Low Fat;0.094366079;Soft Drinks;1.909.872;OUT049;1999;Medium;Tier 1;Supermarket Type1;2836308
FDH33;12,9;Low Fat;0.121702394;Snack Foods;427.428;OUT035;2004;Small;Tier 2;Supermarket Type1;7030848
FDA46;13,6;Low Fat;0.117613212;Snack Foods;1.942.136;OUT035;2004;Small;Tier 2;Supermarket Type1;25273768
FDP12;9,8;Regular;0.045258247;Baking Goods;359.874;OUT035;2004;Small;Tier 2;Supermarket Type1;2822992
FDJ09;15,0;Low Fat;0.058485617;Snack Foods;447.744;OUT049;1999;Medium;Tier 1;Supermarket Type1;679116
NCS54;;Low Fat;0.00994477;Household;177.837;OUT027;1985;Medium;Tier 3;Supermarket Type3;6528169
FDJ33;;Regular;0.087894475;Snack Foods;121.173;OUT027;1985;Medium;Tier 3;Supermarket Type3;2586633
FDF32;16,4;Low Fat;0.113953562;Fruits and Vegetables;1.982.426;OUT010;1998;;Tier 3;Grocery Store;7909704
FDN24;;Low Fat;0.198316649;Baking Goods;543.956;OUT019;1985;Small;Tier 1;Grocery Store;272978
FDX21;7,1;LF;0.084949955;Snack Foods;1.097.912;OUT035;2004;Small;Tier 2;Supermarket Type1;1091912
FDC57;20,1;Regular;0.054549098;Fruits and Vegetables;193.782;OUT013;1987;High;Tier 3;Supermarket Type1;1158492
NCZ06;19,6;Low Fat;0.094545236;Household;2.547.698;OUT018;2009;Medium;Tier 3;Supermarket Type2;53270658
FDY56;16,4;Regular;0.062359467;Fruits and Vegetables;2.240.062;OUT013;1987;High;Tier 3;Supermarket Type1;42884178
NCH07;13,2;Low Fat;0.092811105;Household;1.597.604;OUT049;1999;Medium;Tier 1;Supermarket Type1;41199704
FDS44;12,7;Regular;0.156679617;Fruits and Vegetables;2.388.538;OUT018;2009;Medium;Tier 3;Supermarket Type2;45667222
FDY33;14,5;Regular;0.09735225;Snack Foods;1.607.262;OUT049;1999;Medium;Tier 1;Supermarket Type1;17503882
FDZ48;17,8;Low Fat;0.076113671;Baking Goods;1.114.544;OUT045;2002;;Tier 2;Supermarket Type1;10066896
FDY48;14,0;Low Fat;0.023783007;Baking Goods;1.040.332;OUT045;2002;;Tier 2;Supermarket Type1;14354648
FDK16;;Low Fat;0.114771298;Frozen Foods;939.094;OUT027;1985;Medium;Tier 3;Supermarket Type3;39035854
FDT16;9895,0;Regular;0.048662357;Frozen Foods;2.617.278;OUT046;1997;Small;Tier 1;Supermarket Type1;46859004
FDC26;10195,0;Low Fat;0.211539389;Canned;1.109.886;OUT010;1998;;Tier 3;Grocery Store;1111886
DRJ47;18,3;Low Fat;0.044430561;Hard Drinks;174.208;OUT018;2009;Medium;Tier 3;Supermarket Type2;2597
FDQ04;6,4;Low Fat;0.141860161;Frozen Foods;410.796;OUT010;1998;;Tier 3;Grocery Store;412796
FDN40;5,9;Low Fat;0;Frozen Foods;1.542.998;OUT046;1997;Small;Tier 1;Supermarket Type1;19993974
FDS39;6895,0;Low Fat;0.022441883;Meat;1.438.812;OUT013;1987;High;Tier 3;Supermarket Type1;27071428
FDC11;20,5;Low Fat;0.142370445;Starchy Foods;906.172;OUT018;2009;Medium;Tier 3;Supermarket Type2;14274752
FDQ39;14,8;Low Fat;0.13564792;Meat;1.908.846;OUT010;1998;;Tier 3;Grocery Store;1910846
FDB33;17,8;Low Fat;0.014602837;Fruits and Vegetables;1.586.262;OUT049;1999;Medium;Tier 1;Supermarket Type1;38190288
FDU27;18,6;Regular;0.28701714;Meat;488.376;OUT010;1998;;Tier 3;Grocery Store;479376
FDM44;12,5;low fat;0.031112643;Fruits and Vegetables;104.999;OUT045;2002;;Tier 2;Supermarket Type1;1444786
FDT32;19,0;Regular;0.065621523;Fruits and Vegetables;1.865.214;OUT035;2004;Small;Tier 2;Supermarket Type1;52757992
DRC13;8,3;Regular;0.032573725;Soft Drinks;125.073;OUT018;2009;Medium;Tier 3;Supermarket Type2;985384
NCO07;9,1;Low Fat;0.009776268;Others;213.756;OUT046;1997;Small;Tier 1;Supermarket Type1;1065
FDJ16;9195,0;Low Fat;0.115353642;Frozen Foods;589.246;OUT018;2009;Medium;Tier 3;Supermarket Type2;9267936
FDB22;;Low Fat;0.110901004;Snack Foods;1.550.998;OUT027;1985;Medium;Tier 3;Supermarket Type3;27683964
NCS30;5945,0;Low Fat;0.093214866;Household;1.291.652;OUT045;2002;;Tier 2;Supermarket Type1;28416344
FDQ59;;Regular;0;Breads;845.908;OUT027;1985;Medium;Tier 3;Supermarket Type3;30200688
FDI38;13,4;Regular;0.014649641;Canned;2.073.638;OUT049;1999;Medium;Tier 1;Supermarket Type1;57977864
FDR52;12,7;Regular;0.07603021;Frozen Foods;1.890.846;OUT035;2004;Small;Tier 2;Supermarket Type1;40127766
FDT15;12,2;Regular;0.042855388;Meat;181.695;OUT018;2009;Medium;Tier 3;Supermarket Type2;2930
FDR52;;Regular;0.133144259;Frozen Foods;1.908.846;OUT019;1985;Small;Tier 1;Grocery Store;1910846
FDS60;20,9;Low Fat;0.032580705;Baking Goods;180.066;OUT018;2009;Medium;Tier 3;Supermarket Type2;2157192
FDK52;18,3;Low Fat;0;Frozen Foods;2.241.062;OUT018;2009;Medium;Tier 3;Supermarket Type2;49655364
FDA04;11,3;Regular;0.066865326;Frozen Foods;2.601.962;OUT045;2002;;Tier 2;Supermarket Type1;28489582
NCQ53;17,6;Low Fat;0.018943666;Health and Hygiene;237.359;OUT045;2002;;Tier 2;Supermarket Type1;6145334
FDN28;5,9;Regular;0.030371121;Frozen Foods;101.799;OUT018;2009;Medium;Tier 3;Supermarket Type2;1960781
FDU12;;Regular;0.132630345;Baking Goods;2.638.568;OUT019;1985;Small;Tier 1;Grocery Store;7909704
FDT03;21,3;Low Fat;0.01001904;Meat;1.846.608;OUT045;2002;;Tier 2;Supermarket Type1;3675216
FDY57;20,2;Regular;0.121254236;Snack Foods;945.752;OUT046;1997;Small;Tier 1;Supermarket Type1;18216288
FDH56;9,8;Regular;0.063764099;Fruits and Vegetables;1.138.492;OUT013;1987;High;Tier 3;Supermarket Type1;1737738
DRM23;16,6;Low Fat;0.136286138;Hard Drinks;1.714.422;OUT018;2009;Medium;Tier 3;Supermarket Type2;22417486
FDZ07;;Regular;0.164391573;Fruits and Vegetables;628.194;OUT019;1985;Small;Tier 1;Grocery Store;619194
FDK40;7035,0;Low Fat;0.02189371;Frozen Foods;262.791;OUT045;2002;;Tier 2;Supermarket Type1;3681874
FDU04;7,9;Low Fat;0;Frozen Foods;1.218.414;OUT046;1997;Small;Tier 1;Supermarket Type1;28023522
DRL37;15,5;Low Fat;0;Soft Drinks;41.377;OUT017;2007;;Tier 2;Supermarket Type1;649155
FDT26;;reg;0.067624438;Dairy;120.944;OUT027;1985;Medium;Tier 3;Supermarket Type3;1078596
FDT24;12,4;Regular;0.186236236;Baking Goods;787.328;OUT045;2002;;Tier 2;Supermarket Type1;13901904
FDX57;;Regular;0.047037323;Snack Foods;964.068;OUT027;1985;Medium;Tier 3;Supermarket Type3;26245836
FDA55;;Regular;0.099780431;Fruits and Vegetables;2.252.088;OUT019;1985;Small;Tier 1;Grocery Store;4474176
NCN05;8235,0;Low Fat;0.014488997;Health and Hygiene;183.795;OUT045;2002;;Tier 2;Supermarket Type1;2930
FDR58;6675,0;Low Fat;0.04200648;Snack Foods;926.462;OUT045;2002;;Tier 2;Supermarket Type1;16658316
FDX47;6,6;Regular;0.034575546;Breads;1.565.288;OUT013;1987;High;Tier 3;Supermarket Type1;1571288
NCH54;13,5;Low Fat;0.072965144;Household;160.692;OUT018;2009;Medium;Tier 3;Supermarket Type2;1917504
NCH42;6,9;Low Fat;0.036530411;Household;227.801;OUT035;2004;Small;Tier 2;Supermarket Type1;3904917
FDH56;9,8;Regular;0.063946629;Fruits and Vegetables;1.166.492;OUT045;2002;;Tier 2;Supermarket Type1;2316984
FDQ48;14,3;Regular;0.034551415;Baking Goods;981.726;OUT018;2009;Medium;Tier 3;Supermarket Type2;6851082
FDN20;19,4;Low Fat;0.026329989;Fruits and Vegetables;1.692.474;OUT017;2007;;Tier 2;Supermarket Type1;37058428
FDA15;9,3;Low Fat;0.016009057;Dairy;2.506.092;OUT013;1987;High;Tier 3;Supermarket Type1;64742392
FDS48;;Low Fat;0.048637888;Baking Goods;1.497.708;OUT019;1985;Small;Tier 1;Grocery Store;1504708
FDW02;4805,0;Regular;0.037852995;Dairy;1.262.704;OUT018;2009;Medium;Tier 3;Supermarket Type2;36299416
FDN03;;Regular;0.015016891;Meat;2.486.408;OUT027;1985;Medium;Tier 3;Supermarket Type3;67592016
FDF57;14,5;reg;0.059160135;Fruits and Vegetables;1.707.448;OUT017;2007;;Tier 2;Supermarket Type1;20453376
DRM37;15,4;Low Fat;0.096379585;Soft Drinks;1.965.768;OUT035;2004;Small;Tier 2;Supermarket Type1;47298432
NCD54;21,1;Low Fat;0.029008944;Household;1.433.786;OUT046;1997;Small;Tier 1;Supermarket Type1;8668716
NCQ42;;Low Fat;0.039078047;Household;1.283.678;OUT027;1985;Medium;Tier 3;Supermarket Type3;3179195
FDW49;19,5;Low Fat;0.082536604;Canned;1.772.002;OUT035;2004;Small;Tier 2;Supermarket Type1;21492024
DRI03;6,0;Low Fat;0.0226848;Dairy;1.781.028;OUT013;1987;High;Tier 3;Supermarket Type1;46046728
FDD14;20,7;Low Fat;0.170152831;Canned;1.826.266;OUT045;2002;;Tier 2;Supermarket Type1;25819724
FDN02;16,5;Low Fat;0.073827748;Canned;2.088.638;OUT046;1997;Small;Tier 1;Supermarket Type1;24847656
FDQ45;;Regular;0.010864186;Snack Foods;1.853.608;OUT027;1985;Medium;Tier 3;Supermarket Type3;53290632
FDX56;17,1;Regular;0.07436116;Fruits and Vegetables;2.061.638;OUT018;2009;Medium;Tier 3;Supermarket Type2;4141276
FDE51;;Regular;0.168901843;Dairy;434.086;OUT019;1985;Small;Tier 1;Grocery Store;446086
FDT47;5,3;Regular;0.02455854;Breads;956.068;OUT045;2002;;Tier 2;Supermarket Type1;23329632
FDM22;14,0;Regular;0.041949832;Snack Foods;54.064;OUT035;2004;Small;Tier 2;Supermarket Type1;1118544
FDB27;7575,0;Low Fat;0.055502454;Dairy;1.965.768;OUT045;2002;;Tier 2;Supermarket Type1;15766144
FDE02;;Low Fat;0.120663214;Canned;956.778;OUT027;1985;Medium;Tier 3;Supermarket Type3;29102118
FDD38;16,8;Regular;0.00819018;Canned;1.037.674;OUT035;2004;Small;Tier 2;Supermarket Type1;28522872
FDF34;9,3;Regular;0.014098693;Snack Foods;1.977.084;OUT017;2007;;Tier 2;Supermarket Type1;33729428
FDP15;15,2;Low Fat;0;Meat;256.033;OUT010;1998;;Tier 3;Grocery Store;1281665
NCI29;8,6;Low Fat;0.032806066;Health and Hygiene;1.436.154;OUT017;2007;;Tier 2;Supermarket Type1;2127231
FDU27;18,6;Regular;0.172446822;Meat;471.376;OUT017;2007;;Tier 2;Supermarket Type1;7670016
NCD55;;Low Fat;0.024213354;Household;424.454;OUT027;1985;Medium;Tier 3;Supermarket Type3;2936178
FDU37;9,5;Regular;0;Canned;79.596;OUT046;1997;Small;Tier 1;Supermarket Type1;1038648
FDA01;15,0;Regular;0.054685839;Canned;602.904;OUT017;2007;;Tier 2;Supermarket Type1;15819408
FDS13;6465,0;Low Fat;0.124758619;Canned;2.641.884;OUT045;2002;;Tier 2;Supermarket Type1;34448492
FDK55;18,5;Low Fat;0.02586664;Meat;889.172;OUT018;2009;Medium;Tier 3;Supermarket Type2;16951268
FDR36;6715,0;Regular;0.121563385;Baking Goods;437.454;OUT035;2004;Small;Tier 2;Supermarket Type1;5452902
DRK49;14,2;Low Fat;0.035999599;Soft Drinks;415.138;OUT049;1999;Medium;Tier 1;Supermarket Type1;1624552
DRM23;;Low Fat;0;Hard Drinks;1.717.422;OUT027;1985;Medium;Tier 3;Supermarket Type3;62079192
FDH47;13,5;Regular;0.21561193;Starchy Foods;986.068;OUT010;1998;;Tier 3;Grocery Store;972068
FDZ21;17,6;Regular;0.039381633;Snack Foods;98.041;OUT018;2009;Medium;Tier 3;Supermarket Type2;675787
FDI57;19,9;Low Fat;0.054331235;Seafood;1.987.768;OUT017;2007;;Tier 2;Supermarket Type1;45327664
FDK26;;Regular;0.056338482;Canned;184.624;OUT019;1985;Small;Tier 1;Grocery Store;1304968
FDQ36;7855,0;Regular;0.161516894;Baking Goods;370.848;OUT035;2004;Small;Tier 2;Supermarket Type1;4474176
FDJ58;;Regular;0.184359831;Snack Foods;1.726.764;OUT019;1985;Small;Tier 1;Grocery Store;858882
FDD45;8615,0;Low Fat;0.116484721;Fruits and Vegetables;941.436;OUT045;2002;;Tier 2;Supermarket Type1;11345232
FDG50;7405,0;Low Fat;0.015302764;Canned;899.146;OUT045;2002;;Tier 2;Supermarket Type1;21891504
FDO36;;Low Fat;0.136417078;Baking Goods;179.766;OUT019;1985;Small;Tier 1;Grocery Store;179766
NCW42;18,2;Low Fat;0.058707159;Household;2.205.456;OUT018;2009;Medium;Tier 3;Supermarket Type2;30946384
NCH18;9,3;Low Fat;0.074753743;Household;2.464.802;OUT010;1998;;Tier 3;Grocery Store;9827208
FDY59;;Low Fat;0.031251369;Baking Goods;933.462;OUT027;1985;Medium;Tier 3;Supermarket Type3;10180082
NCO42;21,3;Low Fat;0.024705597;Household;1.451.102;OUT045;2002;;Tier 2;Supermarket Type1;16039122
FDM45;8655,0;Regular;0.088693595;Snack Foods;1.225.756;OUT017;2007;;Tier 2;Supermarket Type1;21811608
NCV29;11,8;Low Fat;0.038235337;Health and Hygiene;1.775.686;OUT010;1998;;Tier 3;Grocery Store;7110744
FDT08;;LF;0.048980156;Fruits and Vegetables;148.705;OUT027;1985;Medium;Tier 3;Supermarket Type3;2996
NCQ43;;Low Fat;0.194874778;Others;1.102.912;OUT019;1985;Small;Tier 1;Grocery Store;2183824
NCA54;16,5;Low Fat;0.036611104;Household;1.809.318;OUT013;1987;High;Tier 3;Supermarket Type1;32477724
FDW55;12,6;Regular;0;Fruits and Vegetables;2.488.092;OUT035;2004;Small;Tier 2;Supermarket Type1;67232484
FDI10;;Regular;0.07802465;Snack Foods;1.714.422;OUT027;1985;Medium;Tier 3;Supermarket Type3;3448844
NCS53;;Low Fat;0.157190017;Health and Hygiene;1.568.604;OUT019;1985;Small;Tier 1;Grocery Store;3169208
FDZ35;;Regular;0.022170592;Breads;105.199;OUT027;1985;Medium;Tier 3;Supermarket Type3;3199169
FDF10;15,5;reg;0.156797787;Snack Foods;1.486.418;OUT013;1987;High;Tier 3;Supermarket Type1;39728286
FDO38;17,3;Low Fat;0.07325106;Canned;764.986;OUT017;2007;;Tier 2;Supermarket Type1;778986
FDY45;17,5;Low Fat;0.026289984;Snack Foods;2.537.356;OUT017;2007;;Tier 2;Supermarket Type1;3815034
FDC40;16,0;Regular;0.065328932;Dairy;784.986;OUT018;2009;Medium;Tier 3;Supermarket Type2;17916678
NCO54;19,5;Low Fat;0.014296484;Household;537.614;OUT049;1999;Medium;Tier 1;Supermarket Type1;14367964
FDQ14;9,3;Low Fat;0.062038986;Dairy;148.005;OUT018;2009;Medium;Tier 3;Supermarket Type2;1798
FDM10;18,3;Low Fat;0.075908374;Snack Foods;2.134.218;OUT013;1987;High;Tier 3;Supermarket Type1;38469924
DRK23;8395,0;Low Fat;0.072383777;Hard Drinks;251.504;OUT017;2007;;Tier 2;Supermarket Type1;7084112
NCR17;9,8;Low Fat;0.024363026;Health and Hygiene;1.140.492;OUT013;1987;High;Tier 3;Supermarket Type1;20852856
FDG31;;Low Fat;0.066351687;Meat;650.826;OUT019;1985;Small;Tier 1;Grocery Store;1937478
FDH02;7,3;Regular;0.020823289;Canned;924.488;OUT045;2002;;Tier 2;Supermarket Type1;9960368
DRH37;17,6;Low Fat;0.041851756;Soft Drinks;1.627.526;OUT017;2007;;Tier 2;Supermarket Type1;31245994
DRC36;13,0;Regular;0.045239326;Soft Drinks;1.741.054;OUT017;2007;;Tier 2;Supermarket Type1;4377635
FDB56;8,8;Regular;0.074778547;Fruits and Vegetables;1.863.556;OUT045;2002;;Tier 2;Supermarket Type1;35673564
NCK54;12,2;Low Fat;0.029583249;Household;114.715;OUT045;2002;;Tier 2;Supermarket Type1;1048635
NCQ17;10,3;Low Fat;0;Health and Hygiene;154.663;OUT013;1987;High;Tier 3;Supermarket Type1;2816334
FDM13;6425,0;Low Fat;0.063432676;Breakfast;1.328.626;OUT018;2009;Medium;Tier 3;Supermarket Type2;5246504
FDT44;16,6;Low Fat;0.103406065;Fruits and Vegetables;1.164.466;OUT018;2009;Medium;Tier 3;Supermarket Type2;1178466
FDO28;;Low Fat;0.126585095;Frozen Foods;1.224.098;OUT019;1985;Small;Tier 1;Grocery Store;1205098
NCK07;10,7;Low Fat;0.04896208;Others;1.658.526;OUT017;2007;;Tier 2;Supermarket Type1;39468624
NCP05;19,6;Low Fat;0.025286583;Health and Hygiene;1.518.024;OUT046;1997;Small;Tier 1;Supermarket Type1;13662216
FDX11;16,0;Regular;0.106752081;Baking Goods;1.814.634;OUT046;1997;Small;Tier 1;Supermarket Type1;10905804
FDS52;8,9;Low Fat;0.005485618;Frozen Foods;993.016;OUT045;2002;;Tier 2;Supermarket Type1;6072096
FDB14;20,3;Regular;0.102932246;Canned;93.212;OUT045;2002;;Tier 2;Supermarket Type1;1304968
NCY06;;LF;0.060888514;Household;1.301.968;OUT027;1985;Medium;Tier 3;Supermarket Type3;15659616
FDS45;5175,0;Regular;0.029662795;Snack Foods;1.052.622;OUT017;2007;;Tier 2;Supermarket Type1;23289684
DRF23;4,6;Low Fat;0;Hard Drinks;1.738.396;OUT046;1997;Small;Tier 1;Supermarket Type1;12210772
FDD33;;Low Fat;0;Fruits and Vegetables;2.319.642;OUT027;1985;Medium;Tier 3;Supermarket Type3;6970926
NCA53;11395,0;Low Fat;0.009918699;Health and Hygiene;494.034;OUT018;2009;Medium;Tier 3;Supermarket Type2;7776544
FDC46;17,7;Low Fat;0.116520447;Snack Foods;1.860.266;OUT035;2004;Small;Tier 2;Supermarket Type1;29508256
NCW41;18,0;Low Fat;0.015447454;Health and Hygiene;1.592.604;OUT035;2004;Small;Tier 2;Supermarket Type1;3962
FDZ39;19,7;Regular;0.018098194;Meat;104.599;OUT018;2009;Medium;Tier 3;Supermarket Type2;309597
FDE51;5925,0;Regular;0.097012989;Dairy;429.086;OUT017;2007;;Tier 2;Supermarket Type1;7583462
FDG32;;low fat;0.17514326;Fruits and Vegetables;2.223.772;OUT027;1985;Medium;Tier 3;Supermarket Type3;95622196
NCK07;10,7;Low Fat;0.048785427;Others;1.639.526;OUT045;2002;;Tier 2;Supermarket Type1;1644526
NCQ41;14,8;Low Fat;0.019476708;Health and Hygiene;1.930.794;OUT035;2004;Small;Tier 2;Supermarket Type1;3901588
FDL36;15,1;Low Fat;0.076229769;Baking Goods;90.483;OUT045;2002;;Tier 2;Supermarket Type1;1617894
FDQ26;13,5;Regular;0;Dairy;578.562;OUT049;1999;Medium;Tier 1;Supermarket Type1;7110744
FDR02;16,7;LF;0.022190488;Dairy;1.131.886;OUT017;2007;;Tier 2;Supermarket Type1;3335658
FDV59;13,4;LF;0;Breads;2.176.166;OUT018;2009;Medium;Tier 3;Supermarket Type2;3265749
FDZ33;10195,0;Low Fat;0;Snack Foods;1.472.076;OUT010;1998;;Tier 3;Grocery Store;739038
NCT41;15,7;Low Fat;0.05610384;Health and Hygiene;1.535.024;OUT045;2002;;Tier 2;Supermarket Type1;25806408
FDB17;13,2;Low Fat;0.061381589;Frozen Foods;1.799.976;OUT010;1998;;Tier 3;Grocery Store;1810976
FDN44;13,2;Low Fat;0.022795611;Fruits and Vegetables;160.192;OUT046;1997;Small;Tier 1;Supermarket Type1;1598
FDE45;12,1;Low Fat;0.040323731;Fruits and Vegetables;1.800.002;OUT013;1987;High;Tier 3;Supermarket Type1;46566052
FDG47;12,8;Low Fat;0.070012633;Starchy Foods;2.628.252;OUT017;2007;;Tier 2;Supermarket Type1;28855772
NCP02;;Low Fat;0.044591774;Household;596.562;OUT027;1985;Medium;Tier 3;Supermarket Type3;21924794
FDW02;4805,0;Regular;0.037699423;Dairy;1.255.704;OUT046;1997;Small;Tier 1;Supermarket Type1;38802824
NCM53;18,8;Low Fat;0.052040915;Health and Hygiene;105.728;OUT046;1997;Small;Tier 1;Supermarket Type1;2024032
FDD47;7,6;Regular;0.142292265;Starchy Foods;1.713.448;OUT013;1987;High;Tier 3;Supermarket Type1;32384512
FDE28;9,5;Regular;0.132521929;Frozen Foods;2.286.668;OUT035;2004;Small;Tier 2;Supermarket Type1;41466024
FDV12;16,7;Regular;0.061122656;Baking Goods;1.000.384;OUT018;2009;Medium;Tier 3;Supermarket Type2;2463
FDE36;5,3;Regular;0.041942549;Baking Goods;1.654.868;OUT018;2009;Medium;Tier 3;Supermarket Type2;22930152
FDU45;15,6;Regular;0.035506142;Snack Foods;1.124.518;OUT046;1997;Small;Tier 1;Supermarket Type1;33017022
FDP28;13,7;Regular;0.080573371;Frozen Foods;2.601.936;OUT013;1987;High;Tier 3;Supermarket Type1;3914904
FDH33;12,9;Low Fat;0.121972274;Snack Foods;431.428;OUT045;2002;;Tier 2;Supermarket Type1;7030848
FDO44;12,6;Low Fat;0.087436672;Fruits and Vegetables;1.099.228;OUT035;2004;Small;Tier 2;Supermarket Type1;6631368
FDR07;;Low Fat;0.136119549;Fruits and Vegetables;941.094;OUT019;1985;Small;Tier 1;Grocery Store;1904188
FDJ45;17,8;Low Fat;0.073396761;Seafood;351.216;OUT035;2004;Small;Tier 2;Supermarket Type1;8309184
FDS59;14,8;Regular;0.073468631;Breads;110.857;OUT010;1998;;Tier 3;Grocery Store;329571
FDU34;18,3;Low Fat;0.075132353;Snack Foods;1.259.046;OUT013;1987;High;Tier 3;Supermarket Type1;23655874
NCL06;14,7;Low Fat;0.120624771;Household;2.617.594;OUT010;1998;;Tier 3;Grocery Store;5233188
FDR37;16,5;Regular;0.110888167;Breakfast;1.816.292;OUT010;1998;;Tier 3;Grocery Store;10945752
NCM53;18,8;Low Fat;0.052252908;Health and Hygiene;105.728;OUT018;2009;Medium;Tier 3;Supermarket Type2;1704448
DRG25;10,5;Low Fat;0.019046089;Soft Drinks;188.424;OUT035;2004;Small;Tier 2;Supermarket Type1;2237088
DRE25;15,4;Low Fat;0.073397129;Soft Drinks;91.912;OUT049;1999;Medium;Tier 1;Supermarket Type1;2609936
FDZ45;14,1;Low Fat;0.067011609;Snack Foods;1.971.084;OUT045;2002;;Tier 2;Supermarket Type1;21824924
NCV53;8,3;Low Fat;0.031490111;Health and Hygiene;239.088;OUT010;1998;;Tier 3;Grocery Store;719064
FDR55;12,2;Regular;0.132621594;Fruits and Vegetables;1.901.872;OUT018;2009;Medium;Tier 3;Supermarket Type2;3781744
FDS47;;LF;0;Breads;876.856;OUT027;1985;Medium;Tier 3;Supermarket Type3;18455976
DRG27;8895,0;Low Fat;0.105110692;Dairy;411.138;OUT046;1997;Small;Tier 1;Supermarket Type1;6904346
FDA02;14,0;Regular;0.02976887;Dairy;1.454.786;OUT049;1999;Medium;Tier 1;Supermarket Type1;13003074
FDF45;18,2;reg;0.012229464;Fruits and Vegetables;568.904;OUT045;2002;;Tier 2;Supermarket Type1;14061696
FDZ58;17,9;Low Fat;0.052176861;Snack Foods;1.228.072;OUT046;1997;Small;Tier 1;Supermarket Type1;8575504
NCH30;17,1;Low Fat;0.06725846;Household;115.186;OUT049;1999;Medium;Tier 1;Supermarket Type1;2490092
FDN03;9,8;Regular;0.025257508;Meat;2.485.408;OUT010;1998;;Tier 3;Grocery Store;7510224
FDH12;9,6;Low Fat;0.085085743;Baking Goods;105.128;OUT049;1999;Medium;Tier 1;Supermarket Type1;1065
NCH54;13,5;Low Fat;0.12163321;Household;161.692;OUT010;1998;;Tier 3;Grocery Store;159792
DRH01;17,5;Low Fat;0.098102581;Soft Drinks;1.729.738;OUT045;2002;;Tier 2;Supermarket Type1;4344345
FDX01;;Low Fat;0.024047319;Canned;115.515;OUT027;1985;Medium;Tier 3;Supermarket Type3;1980755
FDD34;7945,0;Low Fat;0.01596609;Snack Foods;163.521;OUT017;2007;;Tier 2;Supermarket Type1;1794331
FDC53;;Low Fat;0.008792907;Frozen Foods;967.384;OUT027;1985;Medium;Tier 3;Supermarket Type3;2956152
